,label
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,1
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,1
3059,0
3060,0
3061,0
3062,0
3063,1
3064,0
3065,0
3066,0
3067,1
3068,0
3069,0
3070,1
3071,1
3072,0
3073,0
3074,0
3075,0
3076,1
3077,1
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,1
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,0
3106,0
3107,1
3108,1
3109,0
3110,1
3111,1
3112,0
3113,0
3114,0
3115,0
3116,1
3117,0
3118,1
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,1
3130,0
3131,0
3132,0
3133,1
3134,0
3135,0
3136,1
3137,1
3138,0
3139,1
3140,0
3141,0
3142,1
3143,0
3144,0
3145,0
3146,1
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,1
3163,0
3164,1
3165,0
3166,1
3167,0
3168,1
3169,1
3170,0
3171,0
3172,0
3173,0
3174,1
3175,1
3176,0
3177,0
3178,0
3179,0
3180,0
3181,0
3182,1
3183,0
3184,0
3185,1
3186,0
3187,0
3188,0
3189,1
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,1
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,1
3210,0
3211,1
3212,0
3213,0
3214,0
3215,0
3216,0
3217,1
3218,0
3219,1
3220,1
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,1
3229,0
3230,0
3231,0
3232,1
3233,1
3234,0
3235,0
3236,1
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,1
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,1
3270,1
3271,0
3272,0
3273,1
3274,0
3275,1
3276,0
3277,1
3278,0
3279,1
3280,0
3281,0
3282,0
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,1
3293,0
3294,0
3295,0
3296,0
3297,0
3298,1
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3305,1
3306,1
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,1
3314,0
3315,1
3316,0
3317,1
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,1
3349,0
3350,1
3351,1
3352,1
3353,0
3354,0
3355,0
3356,1
3357,1
3358,0
3359,1
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,0
3380,0
3381,1
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,1
3393,1
3394,1
3395,0
3396,0
3397,1
3398,1
3399,1
3400,0
3401,1
3402,0
3403,1
3404,0
3405,0
3406,1
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,1
3435,0
3436,0
3437,0
3438,0
3439,0
3440,1
3441,1
3442,1
3443,0
3444,0
3445,0
3446,1
3447,1
3448,0
3449,0
3450,0
3451,1
3452,0
3453,1
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,0
3465,1
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,1
3473,1
3474,0
3475,0
3476,1
3477,1
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,1
3486,1
3487,0
3488,0
3489,0
3490,0
3491,0
3492,0
3493,0
3494,0
3495,0
3496,0
3497,0
3498,0
3499,0
3500,0
3501,0
3502,0
3503,1
3504,1
3505,0
3506,1
3507,0
3508,1
3509,0
3510,1
3511,1
3512,1
3513,0
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,1
3530,1
3531,1
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,1
3540,0
3541,0
3542,1
3543,0
3544,0
3545,1
3546,0
3547,1
3548,1
3549,1
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,1
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,1
3566,1
3567,0
3568,0
3569,1
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,0
3599,1
3600,0
3601,0
3602,0
3603,0
3604,1
3605,0
3606,0
3607,0
3608,0
3609,1
3610,1
3611,1
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,1
3622,0
3623,0
3624,1
3625,1
3626,1
3627,0
3628,1
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,1
3654,0
3655,0
3656,1
3657,0
3658,1
3659,0
3660,1
3661,1
3662,1
3663,0
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,1
3671,0
3672,0
3673,0
3674,0
3675,0
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,0
3683,0
3684,1
3685,0
3686,0
3687,0
3688,0
3689,0
3690,1
3691,1
3692,1
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,1
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,1
3707,0
3708,1
3709,0
3710,0
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,1
3723,0
3724,1
3725,1
3726,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,1
3733,1
3734,0
3735,0
3736,1
3737,1
3738,1
3739,0
3740,1
3741,1
3742,0
3743,0
3744,1
3745,0
3746,0
3747,0
3748,1
3749,0
3750,1
3751,1
3752,1
3753,0
3754,0
3755,0
3756,1
3757,0
3758,0
3759,0
3760,0
3761,0
3762,1
3763,1
3764,1
3765,0
3766,0
3767,1
3768,0
3769,1
3770,1
3771,1
3772,0
3773,0
3774,0
3775,0
3776,1
3777,1
3778,1
3779,0
3780,0
3781,1
3782,1
3783,0
3784,1
3785,1
3786,0
3787,1
3788,0
3789,0
3790,0
3791,1
3792,1
3793,1
3794,1
3795,0
3796,1
3797,1
3798,1
3799,0
3800,0
3801,0
3802,0
3803,0
3804,1
3805,1
3806,1
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,1
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,1
3824,1
3825,0
3826,1
3827,1
3828,0
3829,1
3830,1
3831,0
3832,1
3833,1
3834,1
3835,1
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,1
3847,1
3848,1
3849,1
3850,0
3851,1
3852,1
3853,0
3854,0
3855,0
3856,0
3857,1
3858,1
3859,0
3860,0
3861,1
3862,0
3863,1
3864,1
3865,1
3866,0
3867,0
3868,0
3869,0
3870,0
3871,1
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,1
3879,0
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,1
3894,1
3895,0
3896,0
3897,0
3898,0
3899,1
3900,0
3901,1
3902,0
3903,1
3904,0
3905,1
3906,1
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,1
3914,1
3915,1
3916,1
3917,0
3918,0
3919,0
3920,0
3921,1
3922,1
3923,1
3924,0
3925,1
3926,1
3927,1
3928,1
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,1
3937,1
3938,0
3939,0
3940,0
3941,0
3942,1
3943,1
3944,0
3945,1
3946,0
3947,1
3948,1
3949,0
3950,0
3951,0
3952,0
3953,0
3954,1
3955,1
3956,1
3957,1
3958,1
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,1
3966,0
3967,0
3968,1
3969,0
3970,0
3971,0
3972,1
3973,0
3974,0
3975,0
3976,0
3977,0
3978,1
3979,0
3980,0
3981,1
3982,1
3983,1
3984,0
3985,0
3986,0
3987,0
3988,0
3989,1
3990,1
3991,1
3992,0
3993,0
3994,0
3995,0
3996,0
3997,1
3998,1
3999,0
4000,0
4001,0
4002,0
4003,1
4004,1
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,1
4015,0
4016,0
4017,0
4018,0
4019,1
4020,0
4021,0
4022,0
4023,1
4024,0
4025,0
4026,0
4027,0
4028,1
4029,0
4030,0
4031,1
4032,0
4033,0
4034,0
4035,0
4036,1
4037,1
4038,1
4039,0
4040,0
4041,0
4042,0
4043,1
4044,0
4045,0
4046,0
4047,0
4048,0
4049,0
4050,1
4051,0
4052,0
4053,0
4054,0
4055,0
4056,1
4057,1
4058,0
4059,0
4060,0
4061,0
4062,0
4063,1
4064,0
4065,0
4066,0
4067,0
4068,1
4069,0
4070,1
4071,0
4072,1
4073,0
4074,0
4075,0
4076,0
4077,0
4078,1
4079,0
4080,0
4081,0
4082,0
4083,1
4084,0
4085,0
4086,0
4087,0
4088,0
4089,0
4090,0
4091,1
4092,0
4093,0
4094,0
4095,0
4096,0
4097,1
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,1
4105,0
4106,1
4107,0
4108,0
4109,0
4110,0
4111,1
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,1
4119,1
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,0
4127,1
4128,1
4129,1
4130,1
4131,0
4132,0
4133,1
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,1
4141,0
4142,0
4143,0
4144,0
4145,0
4146,0
4147,1
4148,0
4149,0
4150,1
4151,1
4152,0
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,0
4160,0
4161,0
4162,0
4163,0
4164,0
4165,0
4166,1
4167,1
4168,0
4169,0
4170,0
4171,0
4172,0
4173,1
4174,0
4175,0
4176,0
4177,0
4178,0
4179,1
4180,0
4181,0
4182,0
4183,0
4184,1
4185,0
4186,1
4187,0
4188,1
4189,0
4190,0
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,1
4211,0
4212,0
4213,0
4214,0
4215,1
4216,0
4217,0
4218,0
4219,1
4220,1
4221,0
4222,1
4223,0
4224,1
4225,0
4226,0
4227,1
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,1
4237,0
4238,0
4239,0
4240,0
4241,1
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,1
4249,0
4250,1
4251,0
4252,1
4253,0
4254,1
4255,0
4256,0
4257,0
4258,0
4259,0
4260,0
4261,0
4262,0
4263,0
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,1
4279,0
4280,0
4281,1
4282,1
4283,0
4284,0
4285,0
4286,1
4287,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4294,1
4295,0
4296,1
4297,0
4298,0
4299,0
4300,1
4301,0
4302,0
4303,1
4304,0
4305,0
4306,0
4307,0
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,1
4321,0
4322,0
4323,1
4324,0
4325,0
4326,1
4327,0
4328,0
4329,0
4330,0
4331,1
4332,1
4333,0
4334,0
4335,1
4336,1
4337,0
4338,0
4339,0
4340,0
4341,1
4342,1
4343,1
4344,1
4345,0
4346,0
4347,0
4348,0
4349,0
4350,1
4351,0
4352,0
4353,0
4354,0
4355,1
4356,0
4357,0
4358,0
4359,0
4360,0
4361,1
4362,1
4363,0
4364,0
4365,0
4366,0
4367,1
4368,0
4369,0
4370,0
4371,0
4372,0
4373,1
4374,0
4375,1
4376,0
4377,1
4378,0
4379,0
4380,0
4381,1
4382,0
4383,0
4384,0
4385,1
4386,0
4387,0
4388,0
4389,0
4390,0
4391,0
4392,1
4393,0
4394,0
4395,0
4396,0
4397,1
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,1
4405,0
4406,1
4407,0
4408,0
4409,0
4410,0
4411,1
4412,0
4413,1
4414,0
4415,0
4416,0
4417,0
4418,0
4419,1
4420,1
4421,1
4422,1
4423,0
4424,0
4425,0
4426,1
4427,1
4428,0
4429,0
4430,0
4431,0
4432,1
4433,0
4434,0
4435,0
4436,0
4437,0
4438,0
4439,0
4440,1
4441,1
4442,1
4443,0
4444,1
4445,0
4446,0
4447,0
4448,0
4449,0
4450,1
4451,0
4452,0
4453,0
4454,0
4455,0
4456,1
4457,1
4458,1
4459,0
4460,0
4461,0
4462,0
4463,1
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,1
4472,0
4473,0
4474,0
4475,1
4476,0
4477,1
4478,0
4479,0
4480,1
4481,0
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,1
4496,1
4497,0
4498,0
4499,0
4500,0
4501,0
4502,1
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,1
4510,0
4511,1
4512,0
4513,1
4514,0
4515,1
4516,0
4517,0
4518,0
4519,0
4520,1
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,1
4530,0
4531,0
4532,0
4533,1
4534,1
4535,0
4536,0
4537,0
4538,0
4539,1
4540,1
4541,0
4542,1
4543,1
4544,0
4545,0
4546,0
4547,1
4548,0
4549,0
4550,0
4551,0
4552,0
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,1
4562,0
4563,0
4564,0
4565,1
4566,1
4567,0
4568,0
4569,0
4570,1
4571,1
4572,0
4573,0
4574,0
4575,0
4576,1
4577,1
4578,0
4579,0
4580,0
4581,1
4582,0
4583,0
4584,0
4585,1
4586,0
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,1
4606,0
4607,1
4608,1
4609,1
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,0
4617,1
4618,0
4619,0
4620,0
4621,0
4622,0
4623,0
4624,0
4625,0
4626,0
4627,0
4628,0
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0
4645,1
4646,0
4647,0
4648,1
4649,0
4650,0
4651,0
4652,0
4653,0
4654,0
4655,1
4656,0
4657,0
4658,0
4659,0
4660,1
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,1
4695,1
4696,1
4697,0
4698,1
4699,1
4700,1
4701,0
4702,0
4703,1
4704,1
4705,0
4706,1
4707,1
4708,0
4709,0
4710,1
4711,1
4712,1
4713,0
4714,0
4715,0
4716,0
4717,1
4718,1
4719,1
4720,0
4721,0
4722,0
4723,1
4724,0
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,1
4738,1
4739,1
4740,1
4741,0
4742,0
4743,0
4744,0
4745,0
4746,0
4747,0
4748,0
4749,1
4750,0
4751,1
4752,0
4753,1
4754,1
4755,1
4756,1
4757,0
4758,1
4759,1
4760,0
4761,0
4762,1
4763,1
4764,1
4765,0
4766,0
4767,0
4768,1
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,1
4788,0
4789,1
4790,1
4791,0
4792,0
4793,1
4794,0
4795,1
4796,1
4797,0
4798,1
4799,0
4800,1
4801,0
4802,0
4803,1
4804,1
4805,0
4806,0
4807,0
4808,1
4809,0
4810,1
4811,1
4812,1
4813,0
4814,1
4815,1
4816,0
4817,1
4818,1
4819,1
4820,1
4821,0
4822,1
4823,1
4824,1
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,1
4832,1
4833,0
4834,0
4835,0
4836,0
4837,0
4838,1
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
